DATE_OBS,TIME_OBS,SPECIES,TREE_DESCR,MEASUREMENT_DESCR,NUM_TREES,MEAN_TRANS_RATE,MEAN_AIR_TEMP_1HR_150CM,MEAN_REL_HUM_1HR_150CM,MEAN_AIR_TEMP_3HR_240CM,MEAN_REL_HUM_3HR_240CM,MEAN_AIR_TEMP_1HR_25M,MEAN_VAPOR_PRESS_1HR_25M,MEAN_DOWN_SHRTWAVE_RAD_3HR_4M,MEAN_DOWN_SHRTWAVE_RAD_1HR_18M,MEAN_WIND_VELOCITY_1HR_18M,SAP_FLOW
1996-09-17,8,Populus tremuloides,Clone B,xef,3,0.032,10.2,73.1,,,,,,,,4.4
1996-09-17,9,Populus tremuloides,Clone A,abx,3,0.032,9.3,78.2,,,,,,,,5.7
1996-09-17,9,Populus tremuloides,Clone B,xef,3,0.032,9.3,78.2,,,,,,,,4.4
1996-09-17,10,Populus tremuloides,Clone A,abx,3,0.025,8.3,82.1,,,,,,,,4.7
1996-09-17,10,Populus tremuloides,Clone B,xef,3,0.025,8.3,82.1,,,,,,,,3.4
1996-09-17,11,Populus tremuloides,Clone A,abx,3,0.023,7.7,84.8,,,,,,,,4.0
1996-09-17,11,Populus tremuloides,Clone B,xef,3,0.023,7.7,84.8,,,,,,,,3.3
1996-09-17,12,Populus tremuloides,Clone A,abx,3,0.022000000000000002,7.1,87.9,,,,,,,,3.3
1996-09-17,12,Populus tremuloides,Clone B,xef,3,0.022000000000000002,7.1,87.9,,,,,,,,3.6
1996-09-17,13,Populus tremuloides,Clone A,abx,3,0.018000000000000002,6.6,91.0,,,,,,,,3.0
1996-09-17,13,Populus tremuloides,Clone B,xef,3,0.018000000000000002,6.6,91.0,,,,,,,,2.9
1996-09-17,14,Populus tremuloides,Clone A,abx,3,0.019,6.5,91.5,,,,,,,,3.0
1996-09-17,14,Populus tremuloides,Clone B,xef,3,0.019,6.5,91.5,,,,,,,,3.1
1996-09-17,15,Populus tremuloides,Clone A,abx,3,0.021,8.1,88.5,,,,,,,,3.5
1996-09-17,15,Populus tremuloides,Clone B,xef,3,0.021,8.1,88.5,,,,,,,,3.2
1996-09-17,16,Populus tremuloides,Clone A,abx,3,0.032,10.2,83.4,,,,,,,,6.0
1996-09-17,16,Populus tremuloides,Clone B,xef,3,0.032,10.2,83.4,,,,,,,,4.3
1996-09-17,17,Populus tremuloides,Clone A,abx,3,0.040999999999999995,11.2,81.3,,,,,,,,7.7
1996-09-17,17,Populus tremuloides,Clone B,xef,3,0.040999999999999995,11.2,81.3,,,,,,,,5.5
1996-09-17,18,Populus tremuloides,Clone A,abx,3,0.065,13.0,76.6,,,,,,,,12.6
1996-09-17,18,Populus tremuloides,Clone B,xef,3,0.065,13.0,76.6,,,,,,,,8.4
1996-09-17,19,Populus tremuloides,Clone A,abx,3,0.07,13.8,74.7,,,,,,,,13.9
1996-09-17,19,Populus tremuloides,Clone B,xef,3,0.07,13.8,74.7,,,,,,,,8.8
1996-09-17,20,Populus tremuloides,Clone A,abx,3,0.085,14.0,75.0,,,,,,,,17.5
1996-09-17,20,Populus tremuloides,Clone B,xef,3,0.085,14.0,75.0,,,,,,,,9.8
1996-09-17,21,Populus tremuloides,Clone A,abx,3,0.114,16.8,66.1,,,,,,,,24.1
1996-09-17,21,Populus tremuloides,Clone B,xef,3,0.114,16.8,66.1,,,,,,,,12.5
1996-09-17,22,Populus tremuloides,Clone A,abx,3,0.134,17.3,64.5,,,,,,,,28.6
1996-09-17,22,Populus tremuloides,Clone B,xef,3,0.134,17.3,64.5,,,,,,,,14.4
1996-09-17,23,Populus tremuloides,Clone A,abx,3,0.102,16.8,67.2,,,,,,,,21.6
1996-09-17,23,Populus tremuloides,Clone B,xef,3,0.102,16.8,67.2,,,,,,,,11.2
1996-09-18,0,Populus tremuloides,Clone A,abx,3,0.10099999999999999,16.0,70.7,,,,,,,,21.5
1996-09-18,0,Populus tremuloides,Clone B,xef,3,0.10099999999999999,16.0,70.7,,,,,,,,11.1
1996-09-18,1,Populus tremuloides,Clone A,abx,3,0.073,14.7,79.3,,,,,,,,15.1
1996-09-18,1,Populus tremuloides,Clone B,xef,3,0.073,14.7,79.3,,,,,,,,8.5
1996-09-18,2,Populus tremuloides,Clone A,abx,3,0.07200000000000001,13.5,76.5,,,,,,,,15.7
1996-09-18,2,Populus tremuloides,Clone B,xef,3,0.07200000000000001,13.5,76.5,,,,,,,,7.5
1996-09-18,3,Populus tremuloides,Clone A,abx,3,0.052000000000000005,13.4,72.8,,,,,,,,10.6
1996-09-18,3,Populus tremuloides,Clone B,xef,3,0.052000000000000005,13.4,72.8,,,,,,,,6.2
1996-09-18,4,Populus tremuloides,Clone A,abx,3,0.040999999999999995,13.9,69.8,,,,,,,,8.0
1996-09-18,4,Populus tremuloides,Clone B,xef,3,0.040999999999999995,13.9,69.8,,,,,,,,5.1
1996-09-18,5,Populus tremuloides,Clone A,abx,3,0.035,13.7,69.5,,,,,,,,6.3
1996-09-18,5,Populus tremuloides,Clone B,xef,3,0.035,13.7,69.5,,,,,,,,4.9
1996-09-18,6,Populus tremuloides,Clone A,abx,3,0.03,13.3,71.4,,,,,,,,5.8
1996-09-18,6,Populus tremuloides,Clone B,xef,3,0.03,13.3,71.4,,,,,,,,3.8
1996-09-18,7,Populus tremuloides,Clone A,abx,3,0.025,12.0,77.9,,,,,,,,4.5
1996-09-18,7,Populus tremuloides,Clone B,xef,3,0.025,12.0,77.9,,,,,,,,3.5
1996-09-18,8,Populus tremuloides,Clone A,abx,3,0.024,11.5,81.5,,,,,,,,4.0
1996-09-18,8,Populus tremuloides,Clone B,xef,3,0.024,11.5,81.5,,,,,,,,3.6
1996-09-18,9,Populus tremuloides,Clone A,abx,3,0.022000000000000002,12.1,80.1,,,,,,,,3.8
1996-09-18,9,Populus tremuloides,Clone B,xef,3,0.022000000000000002,12.1,80.1,,,,,,,,3.3
1996-09-18,10,Populus tremuloides,Clone A,abx,3,0.027000000000000003,12.1,80.2,,,,,,,,4.7
1996-09-18,10,Populus tremuloides,Clone B,xef,3,0.027000000000000003,12.1,80.2,,,,,,,,3.9
1996-09-18,11,Populus tremuloides,Clone A,abx,3,0.022000000000000002,11.7,82.8,,,,,,,,3.8
1996-09-18,11,Populus tremuloides,Clone B,xef,3,0.022000000000000002,11.7,82.8,,,,,,,,3.3
1996-09-18,12,Populus tremuloides,Clone A,abx,3,0.024,11.1,85.2,,,,,,,,4.4
1996-09-18,12,Populus tremuloides,Clone B,xef,3,0.024,11.1,85.2,,,,,,,,3.2
1996-09-18,13,Populus tremuloides,Clone A,abx,3,0.024,11.4,84.7,,,,,,,,4.0
1996-09-18,13,Populus tremuloides,Clone B,xef,3,0.024,11.4,84.7,,,,,,,,3.6
1996-09-18,14,Populus tremuloides,Clone A,abx,3,0.026000000000000002,11.5,84.6,,,,,,,,4.7
1996-09-18,14,Populus tremuloides,Clone B,xef,3,0.026000000000000002,11.5,84.6,,,,,,,,3.6
1996-09-18,15,Populus tremuloides,Clone A,abx,3,0.027999999999999997,11.7,84.9,,,,,,,,4.7
1996-09-18,15,Populus tremuloides,Clone B,xef,3,0.027999999999999997,11.7,84.9,,,,,,,,4.4
1996-09-18,16,Populus tremuloides,Clone A,abx,3,0.038,12.9,82.7,,,,,,,,7.3
1996-09-18,16,Populus tremuloides,Clone B,xef,3,0.038,12.9,82.7,,,,,,,,4.9
1996-09-18,17,Populus tremuloides,Clone A,abx,3,0.068,14.3,76.8,,,,,,,,12.2
1996-09-18,17,Populus tremuloides,Clone B,xef,3,0.068,14.3,76.8,,,,,,,,9.7
1996-09-18,18,Populus tremuloides,Clone A,abx,3,0.105,15.4,70.5,,,,,,,,22.4
1996-09-18,18,Populus tremuloides,Clone B,xef,3,0.105,15.4,70.5,,,,,,,,11.5
1996-09-18,19,Populus tremuloides,Clone A,abx,3,0.11800000000000001,16.3,66.2,,,,,,,,24.9
1996-09-18,19,Populus tremuloides,Clone B,xef,3,0.11800000000000001,16.3,66.2,,,,,,,,13.1
1996-09-18,20,Populus tremuloides,Clone A,abx,3,0.129,17.7,60.7,,,,,,,,27.6
1996-09-18,20,Populus tremuloides,Clone B,xef,3,0.129,17.7,60.7,,,,,,,,14.0
1996-09-18,21,Populus tremuloides,Clone A,abx,3,0.109,17.2,64.3,,,,,,,,23.6
1996-09-18,21,Populus tremuloides,Clone B,xef,3,0.109,17.2,64.3,,,,,,,,11.6
1996-09-18,22,Populus tremuloides,Clone A,abx,3,0.1,16.5,68.5,,,,,,,,21.5
1996-09-18,22,Populus tremuloides,Clone B,xef,3,0.1,16.5,68.5,,,,,,,,10.6
1996-09-18,23,Populus tremuloides,Clone A,abx,3,0.084,16.2,71.9,,,,,,,,17.6
1996-09-18,23,Populus tremuloides,Clone B,xef,3,0.084,16.2,71.9,,,,,,,,9.5
1996-09-19,0,Populus tremuloides,Clone A,abx,3,0.062,15.2,77.6,,,,,,,,12.3
1996-09-19,0,Populus tremuloides,Clone B,xef,3,0.062,15.2,77.6,,,,,,,,7.7
1996-09-19,1,Populus tremuloides,Clone A,abx,3,0.044000000000000004,14.2,82.3,,,,,,,,8.3
1996-09-19,1,Populus tremuloides,Clone B,xef,3,0.044000000000000004,14.2,82.3,,,,,,,,5.8
1996-09-19,2,Populus tremuloides,Clone A,abx,3,0.032,12.4,88.2,,,,,,,,5.8
1996-09-19,2,Populus tremuloides,Clone B,xef,3,0.032,12.4,88.2,,,,,,,,4.4
1996-09-19,3,Populus tremuloides,Clone A,abx,3,0.025,10.9,91.9,,,,,,,,4.6
1996-09-19,3,Populus tremuloides,Clone B,xef,3,0.025,10.9,91.9,,,,,,,,3.4
1996-09-19,4,Populus tremuloides,Clone A,abx,3,0.018000000000000002,10.2,93.6,,,,,,,,3.2
1996-09-19,4,Populus tremuloides,Clone B,xef,3,0.018000000000000002,10.2,93.6,,,,,,,,2.6
1996-09-19,5,Populus tremuloides,Clone A,abx,3,0.016,9.7,94.3,,,,,,,,2.5
1996-09-19,5,Populus tremuloides,Clone B,xef,3,0.016,9.7,94.3,,,,,,,,2.6
1996-09-19,6,Populus tremuloides,Clone A,abx,3,0.017,10.4,94.2,,,,,,,,2.4
1996-09-19,6,Populus tremuloides,Clone B,xef,3,0.017,10.4,94.2,,,,,,,,3.3
1996-09-19,7,Populus tremuloides,Clone A,abx,3,0.02,10.5,92.8,,,,,,,,3.5
1996-09-19,7,Populus tremuloides,Clone B,xef,3,0.02,10.5,92.8,,,,,,,,2.8
1996-09-19,8,Populus tremuloides,Clone A,abx,3,0.017,9.8,93.0,,,,,,,,2.4
1996-09-19,8,Populus tremuloides,Clone B,xef,3,0.017,9.8,93.0,,,,,,,,3.2
1996-09-19,9,Populus tremuloides,Clone A,abx,3,0.022000000000000002,9.9,92.0,,,,,,,,3.4
1996-09-19,9,Populus tremuloides,Clone B,xef,3,0.022000000000000002,9.9,92.0,,,,,,,,3.7
1996-09-19,10,Populus tremuloides,Clone A,abx,3,0.017,10.0,91.0,,,,,,,,2.2
1996-09-19,10,Populus tremuloides,Clone B,xef,3,0.017,10.0,91.0,,,,,,,,3.3
1996-09-19,11,Populus tremuloides,Clone A,abx,3,0.016,9.9,91.5,,,,,,,,2.1
1996-09-19,11,Populus tremuloides,Clone B,xef,3,0.016,9.9,91.5,,,,,,,,3.1
1996-09-19,12,Populus tremuloides,Clone A,abx,3,0.013999999999999999,9.4,93.4,,,,,,,,2.0
1996-09-19,12,Populus tremuloides,Clone B,xef,3,0.013999999999999999,9.4,93.4,,,,,,,,2.4
1996-09-19,13,Populus tremuloides,Clone A,abx,3,0.018000000000000002,9.1,94.2,,,,,,,,2.7
1996-09-19,13,Populus tremuloides,Clone B,xef,3,0.018000000000000002,9.1,94.2,,,,,,,,3.0
1996-09-19,14,Populus tremuloides,Clone A,abx,3,0.012,9.4,96.2,,,,,,,,1.6
1996-09-19,14,Populus tremuloides,Clone B,xef,3,0.012,9.4,96.2,,,,,,,,2.3
1996-09-19,15,Populus tremuloides,Clone A,abx,3,0.013999999999999999,9.7,96.3,,,,,,,,2.0
1996-09-19,15,Populus tremuloides,Clone B,xef,3,0.013999999999999999,9.7,96.3,,,,,,,,2.7
1996-09-19,16,Populus tremuloides,Clone A,abx,3,0.012,9.9,96.3,,,,,,,,1.6
1996-09-19,16,Populus tremuloides,Clone B,xef,3,0.012,9.9,96.3,,,,,,,,2.4
1996-09-19,17,Populus tremuloides,Clone A,abx,3,0.013999999999999999,10.4,95.2,,,,,,,,2.0
1996-09-19,17,Populus tremuloides,Clone B,xef,3,0.013999999999999999,10.4,95.2,,,,,,,,2.3
1996-09-19,18,Populus tremuloides,Clone A,abx,3,0.012,10.3,95.6,,,,,,,,1.4
1996-09-19,18,Populus tremuloides,Clone B,xef,3,0.012,10.3,95.6,,,,,,,,2.4
1996-09-19,19,Populus tremuloides,Clone A,abx,3,0.013999999999999999,11.0,95.9,,,,,,,,2.0
1996-09-19,19,Populus tremuloides,Clone B,xef,3,0.013999999999999999,11.0,95.9,,,,,,,,2.7
1996-09-19,20,Populus tremuloides,Clone A,abx,3,0.013999999999999999,12.0,93.8,,,,,,,,2.0
1996-09-19,20,Populus tremuloides,Clone B,xef,3,0.013999999999999999,12.0,93.8,,,,,,,,2.7
1996-09-19,21,Populus tremuloides,Clone A,abx,3,0.011000000000000001,12.0,95.1,,,,,,,,1.5
1996-09-19,21,Populus tremuloides,Clone B,xef,3,0.011000000000000001,12.0,95.1,,,,,,,,2.2
1996-09-19,22,Populus tremuloides,Clone A,abx,3,0.026000000000000002,12.4,91.2,,,,,,,,3.9
1996-09-19,22,Populus tremuloides,Clone B,xef,3,0.026000000000000002,12.4,91.2,,,,,,,,4.4
1996-09-19,23,Populus tremuloides,Clone A,abx,3,0.039,12.1,86.8,,,,,,,,6.7
1996-09-19,23,Populus tremuloides,Clone B,xef,3,0.039,12.1,86.8,,,,,,,,5.8
1996-09-20,0,Populus tremuloides,Clone A,abx,3,0.042,12.0,86.6,,,,,,,,6.7
1996-09-20,0,Populus tremuloides,Clone B,xef,3,0.042,12.0,86.6,,,,,,,,6.9
1996-09-20,1,Populus tremuloides,Clone A,abx,3,0.028999999999999998,11.0,90.0,,,,,,,,4.7
1996-09-20,1,Populus tremuloides,Clone B,xef,3,0.028999999999999998,11.0,90.0,,,,,,,,4.8
1996-09-20,2,Populus tremuloides,Clone A,abx,3,0.032,10.3,94.1,,,,,,,,6.0
1996-09-20,2,Populus tremuloides,Clone B,xef,3,0.032,10.3,94.1,,,,,,,,4.3
1996-09-20,3,Populus tremuloides,Clone A,abx,3,0.027999999999999997,10.5,94.7,,,,,,,,5.4
1996-09-20,3,Populus tremuloides,Clone B,xef,3,0.027999999999999997,10.5,94.7,,,,,,,,3.7
1996-09-20,4,Populus tremuloides,Clone A,abx,3,0.023,10.4,93.4,,,,,,,,4.4
1996-09-20,4,Populus tremuloides,Clone B,xef,3,0.023,10.4,93.4,,,,,,,,3.0
1996-09-20,5,Populus tremuloides,Clone A,abx,3,0.017,9.6,94.5,,,,,,,,3.0
1996-09-20,5,Populus tremuloides,Clone B,xef,3,0.017,9.6,94.5,,,,,,,,2.6
1996-09-20,6,Populus tremuloides,Clone A,abx,3,0.015,9.0,96.2,,,,,,,,2.0
1996-09-20,6,Populus tremuloides,Clone B,xef,3,0.015,9.0,96.2,,,,,,,,2.8
1996-09-20,7,Populus tremuloides,Clone A,abx,3,0.013999999999999999,8.6,96.5,,,,,,,,2.2
1996-09-20,7,Populus tremuloides,Clone B,xef,3,0.013999999999999999,8.6,96.5,,,,,,,,2.3
1996-09-20,8,Populus tremuloides,Clone A,abx,3,0.009000000000000001,8.1,96.7,,,,,,,,1.2
1996-09-20,8,Populus tremuloides,Clone B,xef,3,0.009000000000000001,8.1,96.7,,,,,,,,1.6
1996-09-20,9,Populus tremuloides,Clone A,abx,3,0.01,8.2,97.2,,,,,,,,1.2
1996-09-20,9,Populus tremuloides,Clone B,xef,3,0.01,8.2,97.2,,,,,,,,2.1
1996-09-20,10,Populus tremuloides,Clone A,abx,3,0.011000000000000001,8.4,97.4,,,,,,,,1.5
1996-09-20,10,Populus tremuloides,Clone B,xef,3,0.011000000000000001,8.4,97.4,,,,,,,,2.2
1996-09-20,11,Populus tremuloides,Clone A,abx,3,0.009000000000000001,8.4,97.4,,,,,,,,0.8
1996-09-20,11,Populus tremuloides,Clone B,xef,3,0.009000000000000001,8.4,97.4,,,,,,,,2.0
1996-09-20,12,Populus tremuloides,Clone A,abx,3,0.011000000000000001,8.0,97.3,,,,,,,,1.5
1996-09-20,12,Populus tremuloides,Clone B,xef,3,0.011000000000000001,8.0,97.3,,,,,,,,2.0
1996-09-20,13,Populus tremuloides,Clone A,abx,3,0.008,7.3,97.3,,,,,,,,0.8
1996-09-20,13,Populus tremuloides,Clone B,xef,3,0.008,7.3,97.3,,,,,,,,1.8
1996-09-20,14,Populus tremuloides,Clone A,abx,3,0.006,8.1,97.9,,,,,,,,0.2
1996-09-20,14,Populus tremuloides,Clone B,xef,3,0.006,8.1,97.9,,,,,,,,1.6
1996-09-20,15,Populus tremuloides,Clone A,abx,3,0.005,9.2,97.7,,,,,,,,0.4
1996-09-20,15,Populus tremuloides,Clone B,xef,3,0.005,9.2,97.7,,,,,,,,1.2
1996-09-20,16,Populus tremuloides,Clone A,abx,3,0.013000000000000001,10.6,92.3,,,,,,,,2.3
1996-09-20,16,Populus tremuloides,Clone B,xef,3,0.013000000000000001,10.6,92.3,,,,,,,,1.9
1996-09-20,17,Populus tremuloides,Clone A,abx,3,0.022000000000000002,11.5,86.9,,,,,,,,4.0
1996-09-20,17,Populus tremuloides,Clone B,xef,3,0.022000000000000002,11.5,86.9,,,,,,,,3.1
1996-09-20,18,Populus tremuloides,Clone A,abx,3,0.037000000000000005,12.5,81.6,,,,,,,,6.7
1996-09-20,18,Populus tremuloides,Clone B,xef,3,0.037000000000000005,12.5,81.6,,,,,,,,5.4
1996-09-20,19,Populus tremuloides,Clone A,abx,3,0.055999999999999994,13.6,76.2,,,,,,,,10.3
1996-09-20,19,Populus tremuloides,Clone B,xef,3,0.055999999999999994,13.6,76.2,,,,,,,,7.9
1996-09-20,20,Populus tremuloides,Clone A,abx,3,0.07,14.0,72.0,,,,,,,,13.4
1996-09-20,20,Populus tremuloides,Clone B,xef,3,0.07,14.0,72.0,,,,,,,,9.2
1996-09-20,21,Populus tremuloides,Clone A,abx,3,0.075,13.7,73.2,,,,,,,,15.2
1996-09-20,21,Populus tremuloides,Clone B,xef,3,0.075,13.7,73.2,,,,,,,,8.9
1996-09-20,22,Populus tremuloides,Clone A,abx,3,0.078,13.9,70.5,,,,,,,,16.0
1996-09-20,22,Populus tremuloides,Clone B,xef,3,0.078,13.9,70.5,,,,,,,,9.2
1996-09-20,23,Populus tremuloides,Clone A,abx,3,0.075,13.2,71.3,,,,,,,,15.4
1996-09-20,23,Populus tremuloides,Clone B,xef,3,0.075,13.2,71.3,,,,,,,,8.6
1996-09-21,0,Populus tremuloides,Clone A,abx,3,0.057,12.5,75.6,,,,,,,,11.9
1996-09-21,0,Populus tremuloides,Clone B,xef,3,0.057,12.5,75.6,,,,,,,,6.5
1996-09-21,1,Populus tremuloides,Clone A,abx,3,0.04,11.7,84.3,,,,,,,,8.1
1996-09-21,1,Populus tremuloides,Clone B,xef,3,0.04,11.7,84.3,,,,,,,,4.8
1996-09-21,2,Populus tremuloides,Clone A,abx,3,0.028999999999999998,10.3,89.4,,,,,,,,5.3
1996-09-21,2,Populus tremuloides,Clone B,xef,3,0.028999999999999998,10.3,89.4,,,,,,,,4.1
1996-09-21,3,Populus tremuloides,Clone A,abx,3,0.025,9.7,92.2,,,,,,,,4.7
1996-09-21,3,Populus tremuloides,Clone B,xef,3,0.025,9.7,92.2,,,,,,,,3.5
1996-09-21,4,Populus tremuloides,Clone A,abx,3,0.02,9.6,92.3,,,,,,,,3.0
1996-09-21,4,Populus tremuloides,Clone B,xef,3,0.02,9.6,92.3,,,,,,,,3.3
1996-09-21,5,Populus tremuloides,Clone A,abx,3,0.023,9.4,92.5,,,,,,,,3.9
1996-09-21,5,Populus tremuloides,Clone B,xef,3,0.023,9.4,92.5,,,,,,,,3.4
1996-09-21,6,Populus tremuloides,Clone A,abx,3,0.023,9.2,92.4,,,,,,,,3.6
1996-09-21,6,Populus tremuloides,Clone B,xef,3,0.023,9.2,92.4,,,,,,,,3.8
1996-09-21,7,Populus tremuloides,Clone A,abx,3,0.019,8.9,92.8,,,,,,,,3.0
1996-09-21,7,Populus tremuloides,Clone B,xef,3,0.019,8.9,92.8,,,,,,,,3.1
1996-09-21,8,Populus tremuloides,Clone A,abx,3,0.017,8.5,94.0,,,,,,,,2.6
1996-09-21,8,Populus tremuloides,Clone B,xef,3,0.017,8.5,94.0,,,,,,,,2.8
1996-09-21,9,Populus tremuloides,Clone A,abx,3,0.013000000000000001,8.0,94.7,,,,,,,,1.8
1996-09-21,9,Populus tremuloides,Clone B,xef,3,0.013000000000000001,8.0,94.7,,,,,,,,2.2
1996-09-21,10,Populus tremuloides,Clone A,abx,3,0.011000000000000001,7.6,95.4,,,,,,,,1.4
1996-09-21,10,Populus tremuloides,Clone B,xef,3,0.011000000000000001,7.6,95.4,,,,,,,,2.3
1996-09-21,11,Populus tremuloides,Clone A,abx,3,0.009000000000000001,7.5,96.0,,,,,,,,1.2
1996-09-21,11,Populus tremuloides,Clone B,xef,3,0.009000000000000001,7.5,96.0,,,,,,,,1.8
1996-09-21,12,Populus tremuloides,Clone A,abx,3,0.01,7.6,96.3,,,,,,,,1.7
1996-09-21,12,Populus tremuloides,Clone B,xef,3,0.01,7.6,96.3,,,,,,,,1.6
1996-09-21,13,Populus tremuloides,Clone A,abx,3,0.01,7.6,96.4,,,,,,,,1.0
1996-09-21,13,Populus tremuloides,Clone B,xef,3,0.01,7.6,96.4,,,,,,,,2.1
1996-09-21,14,Populus tremuloides,Clone A,abx,3,0.01,8.0,96.5,,,,,,,,0.9
1996-09-21,14,Populus tremuloides,Clone B,xef,3,0.01,8.0,96.5,,,,,,,,2.3
1996-09-21,15,Populus tremuloides,Clone A,abx,3,0.011000000000000001,9.1,95.0,,,,,,,,1.4
1996-09-21,15,Populus tremuloides,Clone B,xef,3,0.011000000000000001,9.1,95.0,,,,,,,,2.2
1996-09-21,16,Populus tremuloides,Clone A,abx,3,0.015,9.7,92.0,,,,,,,,2.5
1996-09-21,16,Populus tremuloides,Clone B,xef,3,0.015,9.7,92.0,,,,,,,,2.4
1996-09-21,17,Populus tremuloides,Clone A,abx,3,0.016,10.3,89.2,,,,,,,,2.9
1996-09-21,17,Populus tremuloides,Clone B,xef,3,0.016,10.3,89.2,,,,,,,,2.4
1996-09-21,18,Populus tremuloides,Clone A,abx,3,0.019,10.5,87.7,,,,,,,,2.9
1996-09-21,18,Populus tremuloides,Clone B,xef,3,0.019,10.5,87.7,,,,,,,,3.3
1996-09-21,19,Populus tremuloides,Clone A,abx,3,0.023,10.7,87.8,,,,,,,,3.9
1996-09-21,19,Populus tremuloides,Clone B,xef,3,0.023,10.7,87.8,,,,,,,,3.4
1996-09-21,20,Populus tremuloides,Clone A,abx,3,0.021,10.4,90.3,,,,,,,,3.7
1996-09-21,20,Populus tremuloides,Clone B,xef,3,0.021,10.4,90.3,,,,,,,,3.1
1996-09-21,21,Populus tremuloides,Clone A,abx,3,0.018000000000000002,9.7,92.8,,,,,,,,3.0
1996-09-21,21,Populus tremuloides,Clone B,xef,3,0.018000000000000002,9.7,92.8,,,,,,,,3.0
1996-09-21,22,Populus tremuloides,Clone A,abx,3,0.017,9.2,94.9,,,,,,,,2.5
1996-09-21,22,Populus tremuloides,Clone B,xef,3,0.017,9.2,94.9,,,,,,,,2.9
1996-09-21,23,Populus tremuloides,Clone A,abx,3,0.013999999999999999,9.0,96.0,,,,,,,,2.1
1996-09-21,23,Populus tremuloides,Clone B,xef,3,0.013999999999999999,9.0,96.0,,,,,,,,2.4
1996-09-22,0,Populus tremuloides,Clone A,abx,3,0.012,8.6,96.6,,,,,,,,1.8
1996-09-22,0,Populus tremuloides,Clone B,xef,3,0.012,8.6,96.6,,,,,,,,2.0
1996-09-22,1,Populus tremuloides,Clone A,abx,3,0.013999999999999999,8.2,96.9,,,,,,,,2.1
1996-09-22,1,Populus tremuloides,Clone B,xef,3,0.013999999999999999,8.2,96.9,,,,,,,,2.4
1996-09-22,2,Populus tremuloides,Clone A,abx,3,0.015,7.9,97.4,,,,,,,,2.0
1996-09-22,2,Populus tremuloides,Clone B,xef,3,0.015,7.9,97.4,,,,,,,,2.7
1996-09-22,3,Populus tremuloides,Clone A,abx,3,0.011000000000000001,7.9,97.8,,,,,,,,1.0
1996-09-22,3,Populus tremuloides,Clone B,xef,3,0.011000000000000001,7.9,97.8,,,,,,,,2.6
1996-09-22,4,Populus tremuloides,Clone A,abx,3,0.011000000000000001,8.0,98.0,,,,,,,,1.4
1996-09-22,4,Populus tremuloides,Clone B,xef,3,0.011000000000000001,8.0,98.0,,,,,,,,2.2
1996-09-22,5,Populus tremuloides,Clone A,abx,3,0.011000000000000001,7.9,98.1,,,,,,,,1.4
1996-09-22,5,Populus tremuloides,Clone B,xef,3,0.011000000000000001,7.9,98.1,,,,,,,,2.3
1996-09-22,6,Populus tremuloides,Clone A,abx,3,0.011000000000000001,7.8,98.1,,,,,,,,1.3
1996-09-22,6,Populus tremuloides,Clone B,xef,3,0.011000000000000001,7.8,98.1,,,,,,,,2.2
1996-09-22,7,Populus tremuloides,Clone A,abx,3,0.012,7.6,98.1,,,,,,,,1.3
1996-09-22,7,Populus tremuloides,Clone B,xef,3,0.012,7.6,98.1,,,,,,,,2.6
1996-09-22,8,Populus tremuloides,Clone A,abx,3,0.011000000000000001,7.6,98.2,,,,,,,,1.2
1996-09-22,8,Populus tremuloides,Clone B,xef,3,0.011000000000000001,7.6,98.2,,,,,,,,2.3
1996-09-22,9,Populus tremuloides,Clone A,abx,3,0.011000000000000001,7.3,98.1,,,,,,,,1.4
1996-09-22,9,Populus tremuloides,Clone B,xef,3,0.011000000000000001,7.3,98.1,,,,,,,,2.3
1996-09-22,10,Populus tremuloides,Clone A,abx,3,0.009000000000000001,7.1,98.1,,,,,,,,0.8
1996-09-22,10,Populus tremuloides,Clone B,xef,3,0.009000000000000001,7.1,98.1,,,,,,,,2.2
1996-09-22,11,Populus tremuloides,Clone A,abx,3,0.008,6.9,98.1,,,,,,,,0.6
1996-09-22,11,Populus tremuloides,Clone B,xef,3,0.008,6.9,98.1,,,,,,,,2.1
1996-09-22,12,Populus tremuloides,Clone A,abx,3,0.012,6.6,97.7,,,,,,,,1.6
1996-09-22,12,Populus tremuloides,Clone B,xef,3,0.012,6.6,97.7,,,,,,,,2.4
1996-09-22,13,Populus tremuloides,Clone A,abx,3,0.01,6.0,97.0,,,,,,,,0.9
1996-09-22,13,Populus tremuloides,Clone B,xef,3,0.01,6.0,97.0,,,,,,,,2.2
1996-09-22,14,Populus tremuloides,Clone A,abx,3,0.01,5.8,96.9,,,,,,,,1.1
1996-09-22,14,Populus tremuloides,Clone B,xef,3,0.01,5.8,96.9,,,,,,,,2.1
1996-09-22,15,Populus tremuloides,Clone A,abx,3,0.008,6.1,96.2,,,,,,,,0.8
1996-09-22,15,Populus tremuloides,Clone B,xef,3,0.008,6.1,96.2,,,,,,,,1.9
1996-09-22,16,Populus tremuloides,Clone A,abx,3,0.013000000000000001,6.5,95.0,,,,,,,,1.9
1996-09-22,16,Populus tremuloides,Clone B,xef,3,0.013000000000000001,6.5,95.0,,,,,,,,2.2
1996-09-22,17,Populus tremuloides,Clone A,abx,3,0.019,6.8,93.1,,,,,,,,3.2
